snapshot_date,active_loans,total_outstanding,total_arrears,total_paid_cum,total_due_cum,delinquency_rate,par90_rate,write_off_rate,paid_off_rate,collection_rate_active
2025-01-01,8812,335495879.0,96652645.0,283729052.0,376244910.0,0.4144348615524285,0.28517930095324556,0.13799364502950523,0.14310031774852475,0.6939040423379093
2025-03-30,10869,391666944.6,146411130.0,382259759.0,524015933.0,0.4347226055754899,0.3176925200110406,0.16395252553132764,0.17600515226791794,0.65283137017892
2025-06-30,13699,468037429.20000017,200905674.79999998,500438076.0,699089982.6000003,0.4279874443390028,0.329148113000949,0.17519526972771735,0.20913935323746258,0.6195180226055633
2025-09-30,16687,537657836.8000002,252024904.59999993,632853763.0,884057888.2000008,0.4351890693354108,0.3375082399472643,0.185174087613112,0.24120572901060705,0.5993696101463701
2025-12-30,20501,654942117.2000002,300264352.0,790807714.0,1090923694.2000008,0.44773425686551876,0.32954490024876837,0.1824789034681235,0.2609141017511341,0.5945531053479122
